Los Angeles Lakers,Chicago Bulls,Philadelphia 76ers,San Antonio Spurs,Houston Rockets,Detroit Pistons,Boston Celtics,Miami Heat,Orlando Magic,Golden State Warriors,New York Knicks,Portland Trailblazers,Washington Wizards,Dallas Mavericks,Minnesota Timberwolves,Los Angeles Clippers,Oklahoma City Thunder,Charlotte Hornets,Milwaukee Bucks,Memphis Grizzlies,Toronto Raptors,date,Utah Jazz,Phoenix Suns,Sacramento Kings,New Orleans Pelicans,Cleveland Cavaliers,Atlanta Hawks,Brooklyn Nets,Indiana Pacers,Denver Nuggets
0.5400535668487592,0.8364356555093355,-0.7197529544296799,-0.8672641336978033,0.13665399991845756,0.36512470956764015,-0.8409039049969858,0.9599844426748154,0.19976579269961786,-0.780387333304641,0.7640890950324906,0.3035162865768291,0.2660963086310541,-0.13751997462685775,-0.04803913796157532,-0.12887663087053322,0.9473078309969701,0.0,-0.5025354485398552,-0.5948811756609707,-0.17304406834117433,19970101,0.3598832745185259,-0.2955006267157143,-0.32207695048068286,-0.454170471445155,0.7921357719418587,0.7972475394300315,-0.516054465838708,0.19478798442432693,-1.0820749818603652
0.11952114044788277,0.7216409905980091,-0.018120132651668522,0.5363857062949651,-0.553358167340721,0.14282068700753447,0.0012733958797578465,0.5076303169501132,0.2170620944439179,-0.17464481215389424,0.5074827272565541,0.19365166294600455,0.053637521109875616,-0.189308149187119,-0.2774097122485481,-0.8822993238879,0.34888540513799493,0.0,-0.09744866248442324,-1.1139799079868418,-0.6506193392050192,19980101,-0.14999224629921568,0.49057111627022276,-0.20424232126205738,-0.20123682645360627,0.9612267842263341,0.06702187704206566,0.0024406844116663107,0.5642913354932607,-0.9228838443551508
-0.5322984969485819,-0.05519139218527741,0.9409532120650528,0.8704919552242357,-0.2676649989080177,0.26178977489772953,-0.02347552594979911,0.3846823397663947,0.8194020661152956,0.06749827729854542,0.7665797076289932,0.6940991475550243,-0.25930581420912724,-0.5552542357061035,0.11841637725172134,-1.0228168880779385,-0.6766309217210642,0.0,0.20881665011679515,-0.7326010476662854,-0.2086534547905808,19990101,0.5376955299835998,-0.05218602218743547,-0.1800666466661845,-0.025776822443728885,0.311263565065772,0.43504830612721107,-0.15549306431240062,-0.4348257260718442,-1.2344958512520205
0.7869153291389508,-0.13577476247862327,0.8671515688224039,0.7546306452157868,-0.3773047804271279,-0.286942128375238,-0.3327210907161287,0.3473592323744489,0.5632769093811255,-0.627725487826601,0.38775327784575636,0.4352880622732672,-0.5744550234509502,-0.23831251863716546,-0.009863689697704181,-1.0667768675394695,-0.03260709214924512,0.0,-0.5583080157316345,-0.6950559649075616,-0.09204853864384911,20000101,0.26223375447255903,1.0088624036990812,0.4248760222883024,0.33238201397989653,0.17593158869014294,-0.8361017808811635,-0.07292664191388798,-0.024711746304384462,-0.3850246785009363
-0.5090953927526641,-0.8490313977082496,0.7794534665439602,0.7681108091928237,-0.3861311695146616,0.1746836313640921,-0.1079131901878686,0.8347809232109048,0.28256745618564355,-0.638782752857482,0.7539722089515892,0.24883474430822822,-0.891540790717492,0.0525479501720313,-0.1714469280537129,-0.4559851600926603,-0.42007491797463775,0.0,-0.06656317861980607,-0.41197587114738615,-0.24021232726222053,20010101,0.22142072905255478,1.104050121252065,0.664009228753261,0.6208610566354884,-0.24409994618092146,-0.2209976227925465,-0.3625803773978204,0.12955439246861222,-0.6584156948309854
0.5610290650463041,-0.786047737052722,0.8517105548539101,1.0280269126562693,-0.9626770435562307,0.5410345764151917,0.9174003270964283,0.6072015024197174,-0.0458034492226292,-0.7202072671929394,-0.3716417661492184,-0.012862634597514605,-0.3266809543074732,-0.5594479045166477,-0.3771843153092612,-0.38024496751883013,0.07586900659429191,0.0,-0.6030068414337273,-0.22554939892356538,0.41733506806898024,20020101,0.225372702214864,0.1965066943744378,0.6196452534471415,0.26005211757796226,-0.9338662599585612,-0.44986335550454215,1.0794529490129914,0.085787854443662,-0.7113406889782635
-0.33886300281836956,-0.3474405690495779,0.176669715519442,1.0078389651692794,0.13416762307880103,0.5293042233529033,0.4408837768017709,0.06355250244037308,-0.22448005426432263,-0.9358032773441385,-0.7087626711373525,0.17840647704201726,-0.09742803580294358,0.3482378998744428,-0.16256980108848101,-0.5667044650937785,-0.10860808476111586,0.0,-1.0496755829315618,-0.6744315349528175,-0.8488652656037732,20030101,0.4214849944316038,0.38421917257152954,0.9717709086363322,0.48742905847263707,-0.7825555653167423,-0.49516877156309513,1.127589100643596,0.7356478277900457,0.33415443590328614
0.1043067256425449,-0.11529589366622262,0.21598860106794382,1.3774017315473075,0.32370536900530256,1.2120994456722323,0.1816844423417437,0.21532508238295936,-1.3150291125591287,-0.2651098328170147,-0.22684682720508736,-0.3715018351678995,-0.0939050871235464,-0.7055443832280003,0.40707106148387395,-1.1193534763273112,-0.6123425809639241,0.0,-0.5476436392750834,0.4162016209959766,0.42389243433642787,20040101,0.014808496418894652,-0.2497874836817324,-0.29004326778550094,0.12560027829129022,-0.5160404470558057,-0.6307424780602132,0.8209651344489817,0.9571822853134077,0.26295363596755444
-1.0106375311011007,1.0363376062849254,0.45556262798168945,1.3258783810779515,0.5089134271890189,0.7782045434702786,-0.014870493646914604,0.30060348909533174,-0.2293379784154021,-0.12076383148295151,-0.5179634984205488,-0.22689696619357771,-0.13755059007402953,0.4587046888970989,-0.3125234954600919,-0.19876276202886475,-0.5593748541464946,-0.15588711103460226,-0.6765116536842302,0.7783061697894194,-0.5244803431164275,20050101,-0.6658954772165901,-0.12156793207477659,-0.2977307707553597,-0.31023587009204695,0.07474870906432808,-0.9092749751518129,0.5391178319995276,0.24454674871067728,0.4893419105356017
-0.004572530513159749,0.4750419279432214,-0.05427890256999519,0.9148965776452364,0.18878511487232325,0.5871953744331686,-0.2407173760774531,-0.19969617921552243,-0.33538736044167494,0.16195146473503225,-0.8602829879108689,-0.8080235556422113,0.14515997526028657,0.25013323999148607,0.21797742921492894,-0.05397307772981083,-1.1337446833554634,0.4801852222973181,-0.2681743539798463,0.8838697796179996,-1.1063531114043337,20060101,-0.12212903677029843,0.0995849779283239,0.2794624515398338,0.009547313615629101,-0.13495472071025402,-0.6207005335504201,0.3900897198465627,0.43599862767113723,0.42310921325881146
